index,pdb,prot_chain,na_chain,expected_filename,found_path,exists,size,prot_chain_count,na_chain_count,note
12242,6ZMO,LF,L7,6ZMO_LF_L7.cif,datasets/PRI30k/PDBs/6ZMO_LF_L7.cif,True,364022,1870,2564,orig
12243,6ZMO,LG,L8,6ZMO_LG_L8.cif,datasets/PRI30k/PDBs/6ZMO_LG_L8.cif,True,430524,1927,3318,orig
12244,6ZMO,Lh,L8,6ZMO_Lh_L8.cif,datasets/PRI30k/PDBs/6ZMO_Lh_L8.cif,True,355740,1015,3318,orig
12245,6ZMO,LI,L7,6ZMO_LI_L7.cif,datasets/PRI30k/PDBs/6ZMO_LI_L7.cif,True,344752,1635,2564,orig
12246,6ZMO,LJ,L7,6ZMO_LJ_L7.cif,datasets/PRI30k/PDBs/6ZMO_LJ_L7.cif,True,326302,1410,2564,orig
12247,6ZMO,Lj,L8,6ZMO_Lj_L8.cif,datasets/PRI30k/PDBs/6ZMO_Lj_L8.cif,True,330402,706,3318,orig
12248,6ZMO,LL,L8,6ZMO_LL_L8.cif,datasets/PRI30k/PDBs/6ZMO_LL_L8.cif,True,308918,0,3318,orig;low_chain_count
12249,6ZMO,Ll,L8,6ZMO_Ll_L8.cif,datasets/PRI30k/PDBs/6ZMO_LL_L8.cif,True,308918,444,3318,upper_all
12250,6ZMO,LN,L8,6ZMO_LN_L8.cif,datasets/PRI30k/PDBs/6ZMO_LN_L8.cif,True,411992,1782,3318,orig
12251,6ZMO,Lo,CC,6ZMO_Lo_CC.cif,datasets/PRI30k/PDBs/6ZMO_Lo_CC.cif,True,201498,863,1589,orig
12252,6ZMO,LP,L8,6ZMO_LP_L8.cif,datasets/PRI30k/PDBs/6ZMO_LP_L8.cif,True,374436,1243,3318,orig
12253,6ZMO,LS,L7,6ZMO_LS_L7.cif,datasets/PRI30k/PDBs/6ZMO_LS_L7.cif,True,329828,1453,2564,orig
12254,6ZMO,Lt,CB,6ZMO_Lt_CB.cif,datasets/PRI30k/PDBs/6ZMO_Lt_CB.cif,True,229850,1046,1986,orig
12255,6ZMO,LT,L7,6ZMO_LT_L7.cif,datasets/PRI30k/PDBs/6ZMO_LT_L7.cif,True,317118,1298,2564,orig
12256,6ZMO,LX,L8,6ZMO_LX_L8.cif,datasets/PRI30k/PDBs/6ZMO_LX_L8.cif,True,353280,985,3318,orig
12257,6ZMO,LY,L8,6ZMO_LY_L8.cif,datasets/PRI30k/PDBs/6ZMO_LY_L8.cif,True,363940,1341,3318,orig
12258,6ZMO,Lz,CC,6ZMO_Lz_CC.cif,datasets/PRI30k/PDBs/6ZMO_Lz_CC.cif,True,263504,1741,1589,orig
12259,6ZMO,SF,CC,6ZMO_SF_CC.cif,datasets/PRI30k/PDBs/6ZMO_SF_CC.cif,True,241384,1461,1589,orig
12260,7UJ1,A,E,7UJ1_A_E.cif,datasets/PRI30k/PDBs/7UJ1_A_E.cif,True,183032,7655,939,orig
12261,7UJ1,B,D,7UJ1_B_D.cif,datasets/PRI30k/PDBs/7UJ1_B_D.cif,True,189086,2450,470,orig
12262,7UJ1,B,E,7UJ1_B_E.cif,datasets/PRI30k/PDBs/7UJ1_B_E.cif,True,187506,2450,940,orig
12263,8ETJ,C,2,8ETJ_C_2.cif,datasets/PRI30k/PDBs/8ETJ_C_2.cif,True,438950,9188,30571,orig
12264,8ETJ,G,2,8ETJ_G_2.cif,datasets/PRI30k/PDBs/8ETJ_G_2.cif,True,346138,2517,23855,orig
12265,8ETJ,h,2,8ETJ_h_2.cif,datasets/PRI30k/PDBs/8ETJ_h_2.cif,True,317738,1001,21922,orig
12266,8ETJ,j,2,8ETJ_j_2.cif,datasets/PRI30k/PDBs/8ETJ_j_2.cif,True,294707,564,20359,orig
12267,8ETJ,L,2,8ETJ_L_2.cif,datasets/PRI30k/PDBs/8ETJ_L_2.cif,True,351122,2156,23814,orig
12268,8ETJ,N,2,8ETJ_N_2.cif,datasets/PRI30k/PDBs/8ETJ_N_2.cif,True,349484,3190,24493,orig
12269,8ETJ,P,2,8ETJ_P_2.cif,datasets/PRI30k/PDBs/8ETJ_P_2.cif,True,334976,1979,23616,orig
12270,8ETJ,Y,2,8ETJ_Y_2.cif,datasets/PRI30k/PDBs/8ETJ_Y_2.cif,True,317660,1198,21892,orig
12271,2WW9,A,D,2WW9_A_D.cif,datasets/PRI30k/PDBs/2WW9_A_D.cif,True,379092,14686,1808,orig
12272,2WW9,A,F,2WW9_A_F.cif,datasets/PRI30k/PDBs/2WW9_A_F.cif,True,327690,13545,536,orig
12273,2WW9,I,E,2WW9_I_E.cif,datasets/PRI30k/PDBs/2WW9_I_E.cif,True,146834,1300,1095,orig
12274,2WW9,I,F,2WW9_I_F.cif,datasets/PRI30k/PDBs/2WW9_I_F.cif,True,131534,1300,536,orig
12275,2WW9,J,F,2WW9_J_F.cif,datasets/PRI30k/PDBs/2WW9_J_F.cif,True,69492,410,536,orig
12276,2WW9,J,G,2WW9_J_G.cif,datasets/PRI30k/PDBs/2WW9_J_G.cif,True,55664,410,653,orig
12277,2WW9,K,D,2WW9_K_D.cif,datasets/PRI30k/PDBs/2WW9_K_D.cif,True,147164,663,1430,orig
12278,2WW9,K,F,2WW9_K_F.cif,datasets/PRI30k/PDBs/2WW9_K_F.cif,True,89160,663,536,orig
12279,2WW9,L,D,2WW9_L_D.cif,datasets/PRI30k/PDBs/2WW9_L_D.cif,True,174260,1586,1463,orig
12280,2WW9,L,E,2WW9_L_E.cif,datasets/PRI30k/PDBs/2WW9_L_E.cif,True,131084,1586,1069,orig
12281,2WW9,N,D,2WW9_N_D.cif,datasets/PRI30k/PDBs/2WW9_N_D.cif,True,138696,1301,1409,orig
12282,4PUO,A,T,4PUO_A_T.cif,datasets/PRI30k/PDBs/4PUO_A_T.cif,True,387626,15709,6268,orig
12283,6XKI,A,B,6XKI_A_B.cif,datasets/PRI30k/PDBs/6XKI_A_B.cif,True,559649,21955,1400,orig
12284,1EUY,A,B,1EUY_A_B.cif,datasets/PRI30k/PDBs/1EUY_A_B.cif,True,461804,14189,2093,orig
12285,4WFA,D,Y,4WFA_D_Y.cif,datasets/PRI30k/PDBs/4WFA_D_Y.cif,True,265704,812,2585,orig
12286,4WFA,J,Y,4WFA_J_Y.cif,datasets/PRI30k/PDBs/4WFA_J_Y.cif,True,283662,1013,2653,orig
12287,4WFA,L,Y,4WFA_L_Y.cif,datasets/PRI30k/PDBs/4WFA_L_Y.cif,True,257734,1025,2590,orig
12288,4WFA,S,Y,4WFA_S_Y.cif,datasets/PRI30k/PDBs/4WFA_S_Y.cif,True,286532,1307,2607,orig
12289,2WJ8,A,a,2WJ8_A_a.cif,datasets/PRI30k/PDBs/2WJ8_A_a.cif,True,250400,10283,176,orig
12290,2WJ8,A,b,2WJ8_A_b.cif,datasets/PRI30k/PDBs/2WJ8_A_b.cif,True,250400,10283,149,orig
12291,2WJ8,B,b,2WJ8_B_b.cif,datasets/PRI30k/PDBs/2WJ8_B_b.cif,True,251210,3316,149,orig
12292,2WJ8,B,c,2WJ8_B_c.cif,datasets/PRI30k/PDBs/2WJ8_B_c.cif,True,251210,3316,145,orig
12293,2WJ8,C,c,2WJ8_C_c.cif,datasets/PRI30k/PDBs/2WJ8_C_c.cif,True,252911,7016,145,orig
12294,2WJ8,C,d,2WJ8_C_d.cif,datasets/PRI30k/PDBs/2WJ8_C_d.cif,True,252911,7016,154,orig
12295,2WJ8,D,d,2WJ8_D_d.cif,datasets/PRI30k/PDBs/2WJ8_D_d.cif,True,251696,3465,154,orig
12296,2WJ8,D,e,2WJ8_D_e.cif,datasets/PRI30k/PDBs/2WJ8_D_e.cif,True,251696,3465,171,orig
12297,2WJ8,E,e,2WJ8_E_e.cif,datasets/PRI30k/PDBs/2WJ8_E_e.cif,True,250319,4075,171,orig
12298,2WJ8,E,f,2WJ8_E_f.cif,datasets/PRI30k/PDBs/2WJ8_E_f.cif,True,250319,4075,140,orig
12299,2WJ8,F,f,2WJ8_F_f.cif,datasets/PRI30k/PDBs/2WJ8_F_f.cif,True,252587,2973,140,orig
12300,2WJ8,F,g,2WJ8_F_g.cif,datasets/PRI30k/PDBs/2WJ8_F_g.cif,True,252587,2973,141,orig
12301,2WJ8,G,g,2WJ8_G_g.cif,datasets/PRI30k/PDBs/2WJ8_G_g.cif,True,254552,3984,141,orig
12302,2WJ8,G,h,2WJ8_G_h.cif,datasets/PRI30k/PDBs/2WJ8_G_h.cif,True,254552,3984,142,orig
12303,2WJ8,H,h,2WJ8_H_h.cif,datasets/PRI30k/PDBs/2WJ8_H_h.cif,True,253397,3576,142,orig
12304,2WJ8,H,i,2WJ8_H_i.cif,datasets/PRI30k/PDBs/2WJ8_H_i.cif,True,253397,3576,171,orig
12305,2WJ8,J,a,2WJ8_J_a.cif,datasets/PRI30k/PDBs/2WJ8_J_a.cif,True,246755,2901,176,orig
12306,2WJ8,J,j,2WJ8_J_j.cif,datasets/PRI30k/PDBs/2WJ8_J_j.cif,True,246755,2901,140,orig
12307,2WJ8,K,k,2WJ8_K_k.cif,datasets/PRI30k/PDBs/2WJ8_K_k.cif,True,248274,2958,140,orig
12308,2WJ8,K,l,2WJ8_K_l.cif,datasets/PRI30k/PDBs/2WJ8_K_l.cif,True,248274,2958,156,orig
12309,2WJ8,L,l,2WJ8_L_l.cif,datasets/PRI30k/PDBs/2WJ8_L_l.cif,True,248594,4526,156,orig
12310,2WJ8,L,m,2WJ8_L_m.cif,datasets/PRI30k/PDBs/2WJ8_L_m.cif,True,248594,4526,165,orig
12311,2WJ8,M,m,2WJ8_M_m.cif,datasets/PRI30k/PDBs/2WJ8_M_m.cif,True,246754,6122,165,orig
12312,2WJ8,M,n,2WJ8_M_n.cif,datasets/PRI30k/PDBs/2WJ8_M_n.cif,True,246754,6122,147,orig
12313,2WJ8,N,n,2WJ8_N_n.cif,datasets/PRI30k/PDBs/2WJ8_N_n.cif,True,250674,4327,147,orig
12314,2WJ8,N,o,2WJ8_N_o.cif,datasets/PRI30k/PDBs/2WJ8_N_o.cif,True,250674,4327,169,orig
12315,2WJ8,O,o,2WJ8_O_o.cif,datasets/PRI30k/PDBs/2WJ8_O_o.cif,True,250157,7350,169,orig
12316,2WJ8,O,p,2WJ8_O_p.cif,datasets/PRI30k/PDBs/2WJ8_O_p.cif,True,250157,7350,147,orig
12317,2WJ8,P,p,2WJ8_P_p.cif,datasets/PRI30k/PDBs/2WJ8_P_p.cif,True,249266,3309,147,orig
12318,2WJ8,P,q,2WJ8_P_q.cif,datasets/PRI30k/PDBs/2WJ8_P_q.cif,True,249266,3309,143,orig
12319,2WJ8,Q,q,2WJ8_Q_q.cif,datasets/PRI30k/PDBs/2WJ8_Q_q.cif,True,249428,2934,143,orig
12320,2WJ8,Q,r,2WJ8_Q_r.cif,datasets/PRI30k/PDBs/2WJ8_Q_r.cif,True,249428,2934,145,orig
12321,2WJ8,R,r,2WJ8_R_r.cif,datasets/PRI30k/PDBs/2WJ8_R_r.cif,True,252020,3668,145,orig
12322,2WJ8,R,s,2WJ8_R_s.cif,datasets/PRI30k/PDBs/2WJ8_R_s.cif,True,252020,3668,165,orig
12323,2WJ8,S,s,2WJ8_S_s.cif,datasets/PRI30k/PDBs/2WJ8_S_s.cif,True,253154,3834,165,orig
12324,2WJ8,S,t,2WJ8_S_t.cif,datasets/PRI30k/PDBs/2WJ8_S_t.cif,True,253154,3834,187,orig
12325,2WJ8,T,k,2WJ8_T_k.cif,datasets/PRI30k/PDBs/2WJ8_T_k.cif,True,248354,6541,140,orig
12326,2WJ8,T,t,2WJ8_T_t.cif,datasets/PRI30k/PDBs/2WJ8_T_t.cif,True,248354,6541,187,orig
12327,8C8J,A,C,8C8J_A_C.cif,datasets/PRI30k/PDBs/8C8J_A_C.cif,True,513098,17185,11052,orig
12328,2GJE,A,R,2GJE_A_R.cif,datasets/PRI30k/PDBs/2GJE_A_R.cif,True,114236,3694,708,orig
12329,2GJE,D,R,2GJE_D_R.cif,datasets/PRI30k/PDBs/2GJE_D_R.cif,True,117117,1861,627,orig
12330,3QG9,A,B,3QG9_A_B.cif,datasets/PRI30k/PDBs/3QG9_A_B.cif,True,289890,11786,600,orig
12331,8GAN,A,K,8GAN_A_K.cif,datasets/PRI30k/PDBs/8GAN_A_K.cif,True,245063,8963,916,orig
12332,8GAN,B,K,8GAN_B_K.cif,datasets/PRI30k/PDBs/8GAN_B_K.cif,True,245063,3441,916,orig
12333,8GAN,C,K,8GAN_C_K.cif,datasets/PRI30k/PDBs/8GAN_C_K.cif,True,245063,6154,916,orig
12334,8GAN,D,K,8GAN_D_K.cif,datasets/PRI30k/PDBs/8GAN_D_K.cif,True,245063,2551,916,orig
12335,8GAN,E,K,8GAN_E_K.cif,datasets/PRI30k/PDBs/8GAN_E_K.cif,True,248240,3013,916,orig
12336,8GAN,F,K,8GAN_F_K.cif,datasets/PRI30k/PDBs/8GAN_F_K.cif,True,241376,2173,916,orig
12337,8GAN,H,K,8GAN_H_K.cif,datasets/PRI30k/PDBs/8GAN_H_K.cif,True,427172,5176,916,orig
12338,8GAN,M,K,8GAN_M_K.cif,datasets/PRI30k/PDBs/8GAN_M_K.cif,True,233436,5200,916,orig
12339,8GAN,N,K,8GAN_N_K.cif,datasets/PRI30k/PDBs/8GAN_N_K.cif,True,199864,2701,916,orig
12340,8FKR,L6,L1,8FKR_L6_L1.cif,datasets/PRI30k/PDBs/8FKR_L6_L1.cif,True,345900,936,3277,orig
12341,8FKR,L9,L1,8FKR_L9_L1.cif,datasets/PRI30k/PDBs/8FKR_L9_L1.cif,True,396002,1547,3277,orig
12342,8FKR,LA,L1,8FKR_LA_L1.cif,datasets/PRI30k/PDBs/8FKR_LA_L1.cif,True,364350,1201,3277,orig
12343,8FKR,LH,L1,8FKR_LH_L1.cif,datasets/PRI30k/PDBs/8FKR_LH_L1.cif,True,292436,284,3277,orig
12344,8FKR,LI,L1,8FKR_LI_L1.cif,datasets/PRI30k/PDBs/8FKR_LI_L1.cif,True,360578,1115,3277,orig
12345,8FKR,LS,L1,8FKR_LS_L1.cif,datasets/PRI30k/PDBs/8FKR_LS_L1.cif,True,352378,1015,3277,orig
12346,8FKR,LW,L1,8FKR_LW_L1.cif,datasets/PRI30k/PDBs/8FKR_LW_L1.cif,True,315396,564,3277,orig
12347,8FKR,NS,L1,8FKR_NS_L1.cif,datasets/PRI30k/PDBs/8FKR_NS_L1.cif,True,476526,2529,3277,orig
12348,8FKR,SA,L1,8FKR_SA_L1.cif,datasets/PRI30k/PDBs/8FKR_SA_L1.cif,True,487022,2657,3277,orig
12349,8FKR,SE,L1,8FKR_SE_L1.cif,datasets/PRI30k/PDBs/8FKR_SE_L1.cif,True,391984,1504,3277,orig
12350,8FKR,SH,L2,8FKR_SH_L2.cif,datasets/PRI30k/PDBs/8FKR_SH_L2.cif,True,227522,1267,1469,orig
12351,8FKR,SI,L2,8FKR_SI_L2.cif,datasets/PRI30k/PDBs/8FKR_SI_L2.cif,True,266117,1732,1469,orig
12352,8FKR,SL,L2,8FKR_SL_L2.cif,datasets/PRI30k/PDBs/8FKR_SL_L2.cif,True,285041,1960,1469,orig
12353,8FKR,SM,L1,8FKR_SM_L1.cif,datasets/PRI30k/PDBs/8FKR_SM_L1.cif,True,552212,3452,3277,orig
12354,5DOY,10,1B,5DOY_10_1B.cif,datasets/PRI30k/PDBs/5DOY_10_1B.cif,True,275579,1686,2649,orig
12355,5DOY,11,1y,5DOY_11_1y.cif,datasets/PRI30k/PDBs/5DOY_11_1y.cif,True,190379,1843,1584,orig
12356,5DOY,13,1B,5DOY_13_1B.cif,datasets/PRI30k/PDBs/5DOY_13_1B.cif,True,262850,1415,2649,orig
12357,5DOY,14,1B,5DOY_14_1B.cif,datasets/PRI30k/PDBs/5DOY_14_1B.cif,True,266283,1278,2649,orig
12358,5DOY,1G,1B,5DOY_1G_1B.cif,datasets/PRI30k/PDBs/5DOY_1G_1B.cif,True,339489,1436,2649,orig
12359,5DOY,1g,1y,5DOY_1g_1y.cif,datasets/PRI30k/PDBs/5DOY_1g_1y.cif,True,231264,1231,1584,orig
12360,5DOY,1G,1x,5DOY_1G_1x.cif,datasets/PRI30k/PDBs/5DOY_1G_1x.cif,True,256655,1436,1651,orig
12361,5DOY,1i,1x,5DOY_1i_1x.cif,datasets/PRI30k/PDBs/5DOY_1i_1x.cif,True,219139,984,1651,orig
12362,5DOY,1m,1x,5DOY_1m_1x.cif,datasets/PRI30k/PDBs/5DOY_1m_1x.cif,True,217064,959,1651,orig
12363,5DOY,1Q,1B,5DOY_1Q_1B.cif,datasets/PRI30k/PDBs/5DOY_1Q_1B.cif,True,314257,1132,2649,orig
12364,5DOY,1Q,1w,5DOY_1Q_1w.cif,datasets/PRI30k/PDBs/5DOY_1Q_1w.cif,True,226194,1132,1588,orig
12365,5DOY,1S,1B,5DOY_1S_1B.cif,datasets/PRI30k/PDBs/5DOY_1S_1B.cif,True,293175,878,2649,orig
12366,5DOY,1Z,1B,5DOY_1Z_1B.cif,datasets/PRI30k/PDBs/5DOY_1Z_1B.cif,True,323719,1246,2649,orig
12367,5DOY,20,2B,5DOY_20_2B.cif,datasets/PRI30k/PDBs/5DOY_20_2B.cif,True,277789,1213,2603,orig
12368,5DOY,21,2y,5DOY_21_2y.cif,datasets/PRI30k/PDBs/5DOY_21_2y.cif,True,190592,1748,1561,orig
12369,5DOY,23,2B,5DOY_23_2B.cif,datasets/PRI30k/PDBs/5DOY_23_2B.cif,True,261299,988,2603,orig
12370,5DOY,24,2B,5DOY_24_2B.cif,datasets/PRI30k/PDBs/5DOY_24_2B.cif,True,266994,1013,2603,orig
12371,5DOY,2G,2B,5DOY_2G_2B.cif,datasets/PRI30k/PDBs/5DOY_2G_2B.cif,True,343154,1429,2603,orig
12372,5DOY,2g,2y,5DOY_2g_2y.cif,datasets/PRI30k/PDBs/5DOY_2g_2y.cif,True,238349,1238,1561,orig
12373,5DOY,2G,2x,5DOY_2G_2x.cif,datasets/PRI30k/PDBs/5DOY_2G_2x.cif,True,261554,1429,1643,orig
12374,5DOY,2i,2x,5DOY_2i_2x.cif,datasets/PRI30k/PDBs/5DOY_2i_2x.cif,True,223389,980,1643,orig
12375,5DOY,2l,2v,5DOY_2l_2v.cif,datasets/PRI30k/PDBs/5DOY_2l_2v.cif,True,103794,937,279,orig
12376,5DOY,2m,2x,5DOY_2m_2x.cif,datasets/PRI30k/PDBs/5DOY_2m_2x.cif,True,218246,950,1643,orig
12377,5DOY,2Q,2B,5DOY_2Q_2B.cif,datasets/PRI30k/PDBs/5DOY_2Q_2B.cif,True,317484,1127,2603,orig
12378,5DOY,2Q,2w,5DOY_2Q_2w.cif,datasets/PRI30k/PDBs/5DOY_2Q_2w.cif,True,228149,1127,1552,orig
12379,5DOY,2S,2B,5DOY_2S_2B.cif,datasets/PRI30k/PDBs/5DOY_2S_2B.cif,True,295639,870,2603,orig
12380,5DOY,2Z,2B,5DOY_2Z_2B.cif,datasets/PRI30k/PDBs/5DOY_2Z_2B.cif,True,329894,1273,2603,orig
12381,7S0S,b,i,7S0S_b_i.cif,datasets/PRI30k/PDBs/7S0S_b_i.cif,True,240834,483,2562,orig
12382,7S0S,G,i,7S0S_G_i.cif,datasets/PRI30k/PDBs/7S0S_G_i.cif,True,318514,2889,2562,orig
12383,7S0S,h,i,7S0S_h_i.cif,datasets/PRI30k/PDBs/7S0S_h_i.cif,True,232114,367,2562,orig
12384,7S0S,Q,i,7S0S_Q_i.cif,datasets/PRI30k/PDBs/7S0S_Q_i.cif,True,279394,956,2562,orig
12385,7S0S,X,i,7S0S_X_i.cif,datasets/PRI30k/PDBs/7S0S_X_i.cif,True,317154,1428,2562,orig
12386,7S0S,Y,i,7S0S_Y_i.cif,datasets/PRI30k/PDBs/7S0S_Y_i.cif,True,249794,674,2562,orig
12387,8G31,O,A,8G31_O_A.cif,datasets/PRI30k/PDBs/8G31_O_A.cif,True,265322,6252,9493,orig
12388,8G31,W,A,8G31_W_A.cif,datasets/PRI30k/PDBs/8G31_W_A.cif,True,242234,596,8919,orig
12389,8G31,Z,A,8G31_Z_A.cif,datasets/PRI30k/PDBs/8G31_Z_A.cif,True,230768,461,8663,orig
12390,4V5H,AG,AX,4V5H_AG_AX.cif,datasets/PRI30k/PDBs/4V5H_AG_AX.cif,True,106184,1174,236,orig
12391,4V5H,B2,BA,4V5H_B2_BA.cif,datasets/PRI30k/PDBs/4V5H_B2_BA.cif,True,224735,449,2464,orig
12392,4V5H,BF,AV,4V5H_BF_AV.cif,datasets/PRI30k/PDBs/4V5H_BF_AV.cif,True,239816,1420,1649,orig
12393,4V5H,BF,BA,4V5H_BF_BA.cif,datasets/PRI30k/PDBs/4V5H_BF_BA.cif,True,299502,1420,2464,orig
12394,4V5H,BM,BA,4V5H_BM_BA.cif,datasets/PRI30k/PDBs/4V5H_BM_BA.cif,True,272860,1074,2464,orig
12395,4V5H,BY,BA,4V5H_BY_BA.cif,datasets/PRI30k/PDBs/4V5H_BY_BA.cif,True,236054,596,2464,orig
12396,4V92,BF,AZ,4V92_BF_AZ.cif,datasets/PRI30k/PDBs/4V92_BF_AZ.cif,True,450114,1603,4018,orig
12397,8PSQ,B,S,8PSQ_B_S.cif,datasets/PRI30k/PDBs/8PSQ_B_S.cif,True,692596,9382,2611,orig
12398,6IFR,A,J,6IFR_A_J.cif,datasets/PRI30k/PDBs/6IFR_A_J.cif,True,515999,20407,752,orig
12399,6IFR,C,J,6IFR_C_J.cif,datasets/PRI30k/PDBs/6IFR_C_J.cif,True,136700,3060,752,orig
12400,6IFR,E,N,6IFR_E_N.cif,datasets/PRI30k/PDBs/6IFR_E_N.cif,True,183344,2269,1670,orig
12401,6IFR,E,J,6IFR_E_J.cif,datasets/PRI30k/PDBs/6IFR_E_J.cif,True,184670,2269,752,orig
12402,6IFR,F,N,6IFR_F_N.cif,datasets/PRI30k/PDBs/6IFR_F_N.cif,True,189974,1695,1698,orig
12403,6IFR,F,J,6IFR_F_J.cif,datasets/PRI30k/PDBs/6IFR_F_J.cif,True,191300,1695,752,orig
12404,6IFR,G,N,6IFR_G_N.cif,datasets/PRI30k/PDBs/6IFR_G_N.cif,True,190598,2430,1698,orig
12405,6IFR,G,J,6IFR_G_J.cif,datasets/PRI30k/PDBs/6IFR_G_J.cif,True,191924,2545,752,orig
12406,6IFR,H,N,6IFR_H_N.cif,datasets/PRI30k/PDBs/6IFR_H_N.cif,True,278660,3302,2237,orig
12407,6IFR,H,J,6IFR_H_J.cif,datasets/PRI30k/PDBs/6IFR_H_J.cif,True,279986,3302,752,orig
12408,5J4D,AA,C,5J4D_AA_C.cif,datasets/PRI30k/PDBs/5J4D_AA_C.cif,True,257817,481,6758,orig
12409,5J4D,BA,C,5J4D_BA_C.cif,datasets/PRI30k/PDBs/5J4D_BA_C.cif,True,260866,556,6949,orig
12410,5J4D,BC,HB,5J4D_BC_HB.cif,datasets/PRI30k/PDBs/5J4D_BC_HB.cif,True,345842,1504,2608,orig
12411,5J4D,CC,HB,5J4D_CC_HB.cif,datasets/PRI30k/PDBs/5J4D_CC_HB.cif,True,275282,664,2608,orig
12412,5J4D,CC,NC,5J4D_CC_NC.cif,datasets/PRI30k/PDBs/5J4D_CC_NC.cif,True,192994,664,1656,orig
12413,5J4D,DC,IB,5J4D_DC_IB.cif,datasets/PRI30k/PDBs/5J4D_DC_IB.cif,True,200547,764,1647,orig
12414,5J4D,FC,HB,5J4D_FC_HB.cif,datasets/PRI30k/PDBs/5J4D_FC_HB.cif,True,259658,478,2608,orig
12415,5J4D,GC,HB,5J4D_GC_HB.cif,datasets/PRI30k/PDBs/5J4D_GC_HB.cif,True,266126,555,2608,orig
12416,5J4D,H,C,5J4D_H_C.cif,datasets/PRI30k/PDBs/5J4D_H_C.cif,True,332048,1705,9026,orig
12417,5J4D,H,IA,5J4D_H_IA.cif,datasets/PRI30k/PDBs/5J4D_H_IA.cif,True,257668,1785,1663,orig
12418,5J4D,JA,HA,5J4D_JA_HA.cif,datasets/PRI30k/PDBs/5J4D_JA_HA.cif,True,184114,2018,222,orig
12419,5J4D,JA,IA,5J4D_JA_IA.cif,datasets/PRI30k/PDBs/5J4D_JA_IA.cif,True,302276,2018,1663,orig
12420,5J4D,MB,HB,5J4D_MB_HB.cif,datasets/PRI30k/PDBs/5J4D_MB_HB.cif,True,343658,1478,2608,orig
12421,5J4D,MB,NC,5J4D_MB_NC.cif,datasets/PRI30k/PDBs/5J4D_MB_NC.cif,True,263690,1478,1656,orig
12422,5J4D,OC,MC,5J4D_OC_MC.cif,datasets/PRI30k/PDBs/5J4D_OC_MC.cif,True,188006,2012,221,orig
12423,5J4D,OC,NC,5J4D_OC_NC.cif,datasets/PRI30k/PDBs/5J4D_OC_NC.cif,True,308546,2012,1656,orig
12424,5J4D,PA,D,5J4D_PA_D.cif,datasets/PRI30k/PDBs/5J4D_PA_D.cif,True,238562,1260,1806,orig
12425,5J4D,P,C,5J4D_P_C.cif,datasets/PRI30k/PDBs/5J4D_P_C.cif,True,284015,1440,7658,orig
12426,5J4D,RA,IA,5J4D_RA_IA.cif,datasets/PRI30k/PDBs/5J4D_RA_IA.cif,True,220030,1015,1663,orig
12427,5J4D,UB,HB,5J4D_UB_HB.cif,datasets/PRI30k/PDBs/5J4D_UB_HB.cif,True,293258,878,2608,orig
12428,5J4D,UC,IB,5J4D_UC_IB.cif,datasets/PRI30k/PDBs/5J4D_UC_IB.cif,True,244538,1259,1647,orig
12429,5J4D,W,C,5J4D_W_C.cif,datasets/PRI30k/PDBs/5J4D_W_C.cif,True,334397,1503,9076,orig
12430,5J4D,WC,NC,5J4D_WC_NC.cif,datasets/PRI30k/PDBs/5J4D_WC_NC.cif,True,224630,1013,1656,orig
12431,5J4D,X,C,5J4D_X_C.cif,datasets/PRI30k/PDBs/5J4D_X_C.cif,True,266924,671,7157,orig
12432,5J4D,X,IA,5J4D_X_IA.cif,datasets/PRI30k/PDBs/5J4D_X_IA.cif,True,189407,671,1663,orig
12433,5J4D,Y,D,5J4D_Y_D.cif,datasets/PRI30k/PDBs/5J4D_Y_D.cif,True,193234,954,1745,orig
12434,8H0I,A,X,8H0I_A_X.cif,datasets/PRI30k/PDBs/8H0I_A_X.cif,True,258905,10024,391,orig
12435,8H0I,B,Y,8H0I_B_Y.cif,datasets/PRI30k/PDBs/8H0I_B_Y.cif,True,258905,3136,837,orig
12436,8H0I,C,X,8H0I_C_X.cif,datasets/PRI30k/PDBs/8H0I_C_X.cif,True,118058,2965,391,orig
12437,8H0I,E,X,8H0I_E_X.cif,datasets/PRI30k/PDBs/8H0I_E_X.cif,True,116888,1441,391,orig
12438,8H0I,G,Y,8H0I_G_Y.cif,datasets/PRI30k/PDBs/8H0I_G_Y.cif,True,118058,1594,573,orig
12439,8H0I,I,Y,8H0I_I_Y.cif,datasets/PRI30k/PDBs/8H0I_I_Y.cif,True,116888,1256,573,orig
12440,8OZI,A,I,8OZI_A_I.cif,datasets/PRI30k/PDBs/8OZI_A_I.cif,True,300500,12199,673,orig
12441,8OZI,B,I,8OZI_B_I.cif,datasets/PRI30k/PDBs/8OZI_B_I.cif,True,326630,4630,731,orig
12442,8OZI,C,K,8OZI_C_K.cif,datasets/PRI30k/PDBs/8OZI_C_K.cif,True,311714,8802,361,orig
12443,8OZI,D,K,8OZI_D_K.cif,datasets/PRI30k/PDBs/8OZI_D_K.cif,True,326630,4312,361,orig
12444,8OZI,E,M,8OZI_E_M.cif,datasets/PRI30k/PDBs/8OZI_E_M.cif,True,300500,4890,4272,orig
12445,8OZI,F,M,8OZI_F_M.cif,datasets/PRI30k/PDBs/8OZI_F_M.cif,True,326630,3821,4583,orig
